Date,Open,High,Low,Close,Volume,intraday_return_pct,close_return_pct,vol_change_pct,vol_mean_7,vol_std_7,ret_mean_7,ret_std_7,vol_z_7,price_z_7,anomaly_statistical,anomaly_absolute,anomaly_any
2023-01-02,1164.066351583663,1177.3048023328713,1163.244668797144,1175.8896484375,5316175,1.0156892549769152,,,,,,,,,False,False,False
2023-01-03,1170.9366586985077,1174.565828259546,1163.0621480210023,1167.28466796875,7658932,-0.31188627519928147,-0.7317846942682227,44.06847028173453,,,,,,,False,False,False
2023-01-04,1167.2618507099899,1169.1107276232437,1147.6325061253483,1149.7095947265625,9264891,-1.5037119539845456,-1.5056372900683068,20.968445731075814,7413332.666666667,1985781.6563168098,-0.2666363247356373,1.2603099941847002,0.9324078140431453,-0.9815645634462953,False,False,False
2023-01-05,1151.969321148222,1157.858149023016,1143.0676158255733,1147.6553955078125,13637099,-0.37448268466989965,-0.17867113818760272,47.19114342521677,8969274.25,3508946.0954384743,-0.2935979147192029,1.030450660455088,1.3302640231686755,-0.07849455879330974,False,False,False
2023-01-06,1153.4072395784428,1163.1306272948216,1149.5955006159752,1158.0863037109375,6349597,0.4056732064734398,0.9088885255934764,-53.43879955700256,8445338.8,3256849.5212940373,-0.15374369048067432,0.945604273949229,-0.6434874519984897,0.591597259409331,False,False,False
2023-01-09,1161.9207528429104,1187.8041821914996,1161.0306065888913,1185.4302978515625,10722753,2.0233346337201183,2.3611361306151935,68.87296941837411,8824907.833333334,3057791.8421429815,0.20910269688612446,1.2268981046850063,0.6206587186577769,1.478714434317086,False,False,False
2023-01-10,1189.6302560157692,1189.6302560157692,1162.240505708343,1167.9010009765625,8047142,-1.8265553460266613,-1.4787286023285828,-24.952649753286305,8713798.42857143,2806805.9350471585,-0.08170559495855922,1.358817637128842,-0.23751425784277755,-1.2840941296250312,False,False,False
2023-01-11,1165.2077656913489,1167.7184566325625,1150.873655990327,1153.1790771484375,11509553,-1.032321350499619,-1.2605455270450983,43.02659254677002,9598566.714285715,2518652.13846419,-0.37427853859806415,1.3024665441898602,0.7587337117858428,-0.5052281878847493,False,False,False
2023-01-12,1152.5855061360771,1156.077627831873,1125.2641003718309,1128.2769775390625,17688773,-2.1090434043810284,-2.1594304044218804,53.68774964588112,11031401.142857144,3772262.9147986853,-0.6310152713383136,1.4561727626360854,1.7648218078930324,-1.015008775721821,False,False,False
2023-01-13,1122.2513519945564,1128.8705782042637,1111.3867843100481,1126.451171875,20618583,0.3742316614704268,-0.1618224691639858,16.563104744461366,12653357.142857144,5095064.834486944,-0.3627376119876033,1.441512300001404,1.5633217860602413,0.5112473015022573,False,False,False
